player_name,player_id,avg_packing,avg_passes_until_shot_pass,avg_passes_until_shot_duel,avg_area_rating,total_passes,total_duels,total_shots,avg_duel_area_rating,avg_shot_accuracy,avg_pressure_pass,overplayed_pressure,avg_pressure_duel,avg_pressure_shot,expected_pass_success,expected_duel_success,expected_goal_success
Aleksandar Mitrović,4269,2.3171783197817892,2.1818181818181817,8.222222222222221,2.3171783197817892,22,9,7,0.10688425925925928,4.874168121185879,5.72,2.94,6.29,8.11,0.9982140741864085,0.2509892119596999,7.301356087000804
Saša Lukić,6687,1.7421795322520923,1.0416666666666667,9.5,1.7421795322520923,72,2,1,0.5467375000000001,4.023834030505058,6.72,6.72,0.0,5.0,0.9991210993446918,0.7162951311010122,9.927677630847256
Strahinja Pavlović,27719,1.5011006373127187,0.8888888888888888,6.0,1.5011006373127187,27,2,1,0.27090833333333336,10.0,6.05,6.05,7.68,8.84,0.9981847910454764,0.21632230768978733,9.983902222702495
Milos Veljkovic,6321,2.3667590965753247,0.8,8.75,2.3667590965753247,35,4,0,0.2356,0,4.88,5.06,6.19,0,0.9958461736915473,0.2801680298899055,0
Nikola Milenković,5603,1.7281396039359833,0.8571428571428571,10.0,1.7281396039359833,49,2,1,0.6273791666666668,4.446059569989696,6.51,4.35,9.4,8.73,0.9989124608711918,0.2011975754347458,9.971801575952433
Andrija Živković,6318,2.552989664218474,1.7674418604651163,3.0,2.552989664218474,43,4,0,0.353975,0,7.15,4.19,7.97,0,0.9995692509428258,0.21746778691955293,0
Ngoran Suiru Fai Collins,16346,3.00097093397858,1.4776119402985075,7.333333333333333,3.0274860854937313,67,3,0,0.37577222222222223,0,9.19,9.19,0.0,0,0.9999464640256551,0.6815645375503505,0
Martin Hongla Yma II,30016,2.483781763588574,0.9310344827586207,0,2.483781763588574,29,0,0,0,0,6.65,5.33,0,0,0.9992629271041532,0.5981830081457187,0
Devis Rogers Epassy Mboka,15326,4.981164078912271,0.8095238095238095,0,4.981164078912271,42,0,0,0,0,3.94,7.85,0,0,0.995754028457349,0.5981830081457187,0
Jean-Charles Castelletto,7426,2.544203531747423,1.6363636363636365,0,2.544203531747423,33,0,1,0,10.0,6.52,1.17,0,8.48,0.9992079369500882,0.5981830081457187,9.980800698119282
Jean-Eric Maxim Choupo-Moting,3499,1.759921142583216,1.2222222222222223,5.125,1.759921142583216,27,8,1,0.2907578125,10.0,7.55,7.55,9.73,4.47,0.9996070109119198,0.14335189604058152,9.969105122897943
Pierre Kunde Malong,12623,2.5220197839696383,1.1153846153846154,10.0,2.5220197839696383,26,2,4,0.4377666666666667,5.4281931451442285,5.58,2.75,10.0,3.45,0.9980008326055831,0.1526288226192679,8.607440728539032
André-Frank Zambo Anguissa,3141,1.5505007662191466,1.52,5.0,1.5505007662191466,25,2,0,0.03402083333333332,0,5.23,4.59,8.43,0,0.9962147818422226,0.15365281233167827,0
Nicolas Alexis Julio N'Koulou Ndoubena,7472,3.2727835366949365,1.2121212121212122,9.5,3.2727835366949365,33,2,2,0.40081874999999995,3.4250943100940776,5.24,5.24,9.66,10.0,0.9978585443359984,0.15927411930851665,7.390623189174623
Nouhou Tolo,13454,2.2630227670013614,1.2105263157894737,0,2.2630227670013614,38,0,0,0,0,7.21,5.28,0,0,0.9995404439093143,0.5981830081457187,0
Vanja Milinković Savić,20600,5.235520003048144,1.1388888888888888,0,5.235520003048144,36,0,0,0,0,4.79,4.79,0,0,0.9982869182470666,0.5981830081457187,0
Sergej Milinković-Savić,5589,2.6051605246645644,1.6458333333333333,5.5,2.6051605246645644,48,2,3,0.34087500000000004,4.823572604181147,6.95,6.95,6.12,7.65,0.9994850044383846,0.30487992814900555,6.613690764534109
Nemanja Maksimović,6901,1.4869469413850147,1.6666666666666667,7.2,1.4869469413850147,33,5,0,0.23465750000000002,0,7.73,7.73,8.55,0,0.9996445319545758,0.17612876197321214,0
Karl Brillant Toko Ekambi,3551,2.8810556668210934,0.6363636363636364,9.0,2.8810556668210934,11,3,1,0.42645,7.937937925279649,8.1,6.16,8.48,6.44,0.9998357612538804,0.20755215917351577,9.805093501889958
Filip Kostić,5591,2.1420714260066713,1.0892857142857142,5.0,2.1420714260066713,56,2,1,0.36545625,2.3391823246915986,10.0,7.43,9.2,8.06,0.9999663309586565,0.1706261417081918,4.867973744131696
Dušan Tadić,3831,2.71684486595197,2.1607142857142856,0,2.71684486595197,56,0,0,0,0,0.0,9.01,0,0,0.732080064321212,0.5981830081457187,0
Bryan Mbeumo,4935,3.0092120032125176,2.9565217391304346,6.5,3.0092120032125176,23,6,0,0.5434326388888889,0,8.68,8.68,9.1,0,0.9999184517494255,0.20038571485720735,0
Stefan Mitrović,10477,1.610106754363064,0.631578947368421,4.5,1.610106754363064,19,2,0,0.14250000000000004,0,6.19,5.1,7.01,0,0.9984501788677945,0.22418343220785142,0
Vincent Paté Aboubakar,11174,2.615885166493382,1.25,5.0,2.615885166493382,8,2,3,0.28863125,7.071225572014344,6.79,0.36,6.94,6.99,0.9993915972092663,0.25303046848161537,9.911517345309557
Christian Mougang Bassogog,46903,2.085670056387135,0.2222222222222222,0,2.085670056387135,9,0,0,0,0,6.92,1.17,0,0,0.9993279858579124,0.5981830081457187,0
Gaël Ondoua,28966,1.846651850474141,0.9,7.666666666666667,1.846651850474141,10,3,0,0.5141749999999999,0,8.29,0.13,9.5,0,0.9998086733523236,0.18041267066636468,0
Marko Grujić,3512,2.1757785772660805,1.1176470588235294,8.0,2.1757785772660805,17,1,1,0.0771875,7.1570262048341,7.99,7.99,6.39,8.24,0.9997740803749497,0.2409667846434922,9.88448126755472
Srđan Babić,18737,3.500693111009065,2.6,2.0,3.500693111009065,15,1,0,0.4633125,0,5.87,5.16,0.0,0,0.9989763839542471,0.6996333543037337,0
Georges-Kévin Nkoudou Mbida,3639,2.1560227323556433,1.625,0,2.1560227323556433,8,0,1,0,6.884586704785383,0.0,8.33,0,7.82,0.6886183346839945,0.5981830081457187,9.887315705611574
Samuel Yves Oum Gwet,8591,3.679436975930268,3.6666666666666665,0,3.679436975930268,6,0,0,0,0,8.33,8.33,0,0,0.9999118594608661,0.5981830081457187,0
Nemanja Radonjić,5833,1.9167550818776313,1.8,8.0,1.9167550818776313,5,1,0,0.30754166666666666,0,7.42,2.05,8.54,0,0.9995887128477376,0.1869664416316511,0
Filip Đuričić,7117,2.3609225751273337,4.666666666666667,0,2.3609225751273337,3,0,0,0,0,9.01,2.99,0,0,0.9999315373892076,0.5981830081457187,0
