player_name,player_id,avg_packing,avg_passes_until_shot_pass,avg_passes_until_shot_duel,avg_area_rating,total_passes,total_duels,total_shots,avg_duel_area_rating,avg_shot_accuracy,avg_pressure_pass,overplayed_pressure,avg_pressure_duel,avg_pressure_shot,expected_pass_success,expected_duel_success,expected_goal_success
Aaron Ramsey,3517,4.483194933205912,1.8,7.333333333333333,4.63134308135406,30,3,0,0.26334027777777774,0,7.71,2.83,7.98,0,0.9998705404433457,0.2025244390613573,0
Ben Davies,3086,2.9349002892981644,0.4827586206896552,7.0,2.9349002892981644,29,3,0,0.49429999999999996,0,0.0,6.24,9.01,0,0.731563141983014,0.1964640694196932,0
Declan Rice,3943,1.810847799927322,0.9583333333333334,10.0,1.810847799927322,48,1,0,0.1012666666666666,0,7.78,5.51,0.0,0,0.9996859870707591,0.6214586008606491,0
John Stones,3244,2.145341276401348,0.6951219512195121,4.0,2.145341276401348,82,1,2,0.25925000000000004,6.479394460816772,5.61,3.84,6.68,5.0,0.9977550566890458,0.2601878081301462,9.646702070198241
Philip Foden,4354,1.6666908057013419,1.4444444444444444,4.0,1.6666908057013419,36,2,5,0.4729749999999999,4.393504956833712,7.15,1.68,0.0,4.22,0.9994123657775015,0.7015915988935542,6.9050097541384785
Harry Kane,10955,2.413866985094695,4.444444444444445,4.0,2.413866985094695,9,1,2,0.48701249999999985,3.9621435530312556,7.29,0.43,9.05,4.06,0.9996499205702692,0.19376588361289104,9.865265932049105
Joe Rodon,11250,2.874080257120093,0.9347826086956522,9.0,2.874080257120093,46,1,0,0.16835833333333333,0,5.99,7.34,7.95,0,0.9987870047571554,0.18927051112931004,0
Ethan Ampadu,4934,2.66182888907216,1.542857142857143,8.5,2.66182888907216,35,6,0,0.31183125000000006,0,6.24,5.75,8.51,0,0.999001470453406,0.18875907022566496,0
Jordan Brian Henderson,3532,2.4616012790480513,1.0491803278688525,8.0,2.4616012790480513,61,2,0,0.3775729166666667,0,6.22,6.39,10.0,0,0.9988874953744449,0.14525789439475756,0
Jude Bellingham,30714,1.8696804005528844,1.75,7.0,1.8696804005528844,52,3,2,0.2293236111111111,6.312563599174937,6.35,6.26,6.71,2.35,0.9988394351221398,0.25321989171030035,9.714462056133769
Kieffer Roberto Francisco Moore,3853,1.8853604630696714,0.9411764705882353,7.5,1.8853604630696714,17,6,2,0.3042611111111111,4.482236991656874,8.65,1.43,7.29,2.69,0.9998662427775611,0.23936975435380847,7.408975365768618
Chris Mepham,4767,2.496064722815717,0.6792452830188679,8.0,2.496064722815717,53,3,0,0.1973555555555556,0,7.03,3.05,5.39,0,0.9994831045339381,0.31479853057885965,0
Danny Ward,9914,5.466753853040179,0.625,0,5.466753853040179,32,0,0,0,0,0.0,8.65,0,0,0.8647264439301197,0.5981830081457187,0
Kyle Walker,3205,2.363681578812055,0.8181818181818182,6.5,2.363681578812055,55,2,0,0.5342145833333334,0,8.61,3.46,8.95,0,0.9998809126927936,0.20509213957750294,0
Harry Maguire,3336,3.674312942087602,0.896551724137931,10.0,3.689987139677592,87,1,1,0.17004999999999992,2.562,5.88,5.88,0.0,10.0,0.9989694395416882,0.6369619590286153,4.735614873073269
Marcus Rashford,3318,1.291744319538924,0.9032258064516129,9.25,1.291744319538924,31,4,6,0.25306354166666667,6.795695026657295,9.76,5.29,6.2,3.1,0.9999432915213404,0.2830687790862979,9.040487829980494
Jordan Pickford,3468,5.502284917855725,1.0,0,5.502284917855725,32,0,0,0,0,4.62,2.22,0,0,0.9981460324372939,0.5981830081457187,0
Luke Shaw,3382,1.9566003415443742,1.6833333333333333,0,1.9566003415443742,60,0,0,0,0,0.0,6.35,0,0,0.6747275485119913,0.5981830081457187,0
Neco Williams,34794,7.269665397157013,0.0,0,7.269665397157013,6,0,0,0,0,0.0,8.65,0,0,0.91905099156,0.5981830081457187,0
Gareth Frank Bale,6399,4.607779961692156,0.0,9.0,4.607779961692156,5,1,0,0.560475,0,8.59,8.59,0.0,0,0.9999405090022968,0.7189846966279311,0
Joe Allen,10931,1.691936887990941,1.2592592592592593,6.5,1.691936887990941,27,2,2,0.22524166666666665,2.993797558586518,8.76,6.1,7.45,2.99,0.9998733423322257,0.21873618730188094,7.397249653356378
Daniel James,11252,2.7982855772657578,0.8666666666666667,8.0,2.7982855772657578,15,2,0,0.5477791666666667,0,9.54,2.36,9.33,0,0.9999576552192622,0.19185668231130226,0
Connor Roberts,4774,2.078911672373349,1.6333333333333333,9.333333333333334,2.078911672373349,30,3,0,0.2915791666666667,0,6.01,6.01,8.93,0,0.9984961266806822,0.17021119752875935,0
Brennan Johnson,29377,0.8836755085540937,2.0,0,0.8836755085540937,3,0,1,0,3.8385999827794044,9.12,2.43,0,3.09,0.9998861292166952,0.5981830081457187,9.830640780240707
Joseff Morrell,22074,1.6517324487667517,0.75,8.5,1.6517324487667517,12,4,0,0.1195625,0,8.31,2.43,5.74,0,0.9997982970944147,0.2805633937061456,0
Trent Alexander-Arnold,3664,2.3611284330187634,1.391304347826087,0,2.3611284330187634,23,0,0,0,0,7.81,4.42,0,0,0.9997509858568017,0.5981830081457187,0
Callum Wilson,3616,2.036194073290739,3.7142857142857144,7.0,2.036194073290739,7,1,0,0.48423749999999993,0,7.71,1.68,8.65,0,0.9997249693425629,0.20965525002240226,0
Kieran Trippier,3308,0.9168760846475157,0.8235294117647058,5.0,0.9168760846475157,17,1,0,0.5184,0,0.0,4.62,7.45,0,0.5850353194455096,0.2709521916192209,0
Kalvin Phillips,4706,2.17619797435512,1.4666666666666666,9.0,2.17619797435512,15,1,0,0.3812750000000001,0,6.89,1.62,8.3,0,0.9993656095585204,0.20787832211679214,0
Jack Grealish,9638,1.0180490922080925,2.4,0,1.0180490922080925,15,0,0,0,0,9.27,6.39,0,0,0.9999073185943967,0.5981830081457187,0
Harry Wilson,9540,1.1780795467199332,1.4285714285714286,0,1.1780795467199332,7,0,1,0,3.4920875356971144,10.0,4.06,0,2.13,0.9999542375037903,0.5981830081457187,9.922422305423982
Rubin Colwill,82257,4.150150595542332,1.75,0,4.150150595542332,4,0,1,0,2.2268958672985897,6.45,0.65,0,3.74,0.9995073212057538,0.5981830081457187,4.904008242439689
