player_name,player_id,avg_packing,avg_passes_until_shot_pass,avg_passes_until_shot_duel,avg_area_rating,total_passes,total_duels,total_shots,avg_duel_area_rating,avg_shot_accuracy,avg_pressure_pass,overplayed_pressure,avg_pressure_duel,avg_pressure_shot,expected_pass_success,expected_duel_success,expected_goal_success
Jonathan David,23640,2.070731937914169,1.375,7.0,2.5308945907839844,24,1,7,0.31908333333333333,3.6155482391437346,6.19,3.91,8.2,4.78,0.9987995286124899,0.20221596253310636,7.71797315842482
Stephen Antunes Eustáquio,11187,2.272617964421794,1.621212121212121,8.5,2.7776441787377486,66,2,3,0.6204958333333332,3.5135426091316817,8.1,0.71,10.0,4.05,0.9998213762651227,0.1768877945807491,8.16385547268974
Richie Laryea,16120,2.2037776756595107,3.823529411764706,9.0,2.693506048028291,17,3,2,0.4216527777777777,2.3154648201856833,6.51,4.33,0.0,3.79,0.9992449482709717,0.6911072546099615,4.899443812749247
Alistair Johnston,44703,2.1423104309376795,2.2413793103448274,9.5,2.6183794155904976,58,2,1,0.43688749999999993,7.981832514383408,8.3,2.1,8.67,2.98,0.9998494080458612,0.20135865442330003,9.792566357383551
Milan Borjan,15958,4.326048376677631,0.696969696969697,0,5.2873924603837725,33,0,0,0,0,3.54,3.54,0,0,0.9932739651965026,0.5981830081457187,0
Kamal Miller,23828,1.631417035521478,1.0952380952380953,6.8,1.993954154526251,42,5,0,0.2884483333333333,0,7.0,5.34,8.22,0,0.9993397148736762,0.19668061260104375,0
Atiba Hutchinson,31684,1.328264979075458,1.4516129032258065,6.0,1.62343497442556,31,3,1,0.2909888888888889,2.3280401797726293,8.31,1.5,8.12,2.9,0.9997916004524655,0.20111075618528562,4.920954748354495
Steven de Sousa Vitoria,11846,3.1004441474278126,1.28,0,3.7894317357451044,50,0,0,0,0,8.73,5.05,0,0,0.9999265868443081,0.5981830081457187,0
David Junior Hoilett,9922,4.549579144421426,3.7,10.0,5.560596732070633,10,2,1,0.25831249999999994,2.38429065298633,9.38,4.51,0.0,3.7,0.9999791908834774,0.6564427087007857,4.926321137225019
Alphonso Davies,12365,1.9857674790337307,2.6341463414634148,9.0,2.427049141041226,41,2,1,0.42436666666666667,6.239183359114639,8.13,3.04,8.98,3.47,0.9998157249028912,0.18716965984148293,9.69583212966403
Michy Batshuayi Tunga,3457,1.4797910653153696,2.076923076923077,8.5,1.8086335242743405,13,2,5,0.36914375,5.635376873957509,7.2,1.31,0.0,1.91,0.9994479687415011,0.6801729430651002,8.873992697517654
Kevin De Bruyne,3089,2.51749615244724,2.128205128205128,8.0,3.0769397418799596,39,3,2,0.3447458333333333,5.147508377110366,7.34,1.6,0.0,5.0,0.9996706979418735,0.675023234809303,7.283819167081468
Youri Tielemans,2954,3.244107684863112,1.368421052631579,7.0,3.9650205037215818,19,2,0,0.3620333333333334,0,7.41,0.25,8.86,0,0.9997558738691369,0.1826772099560129,0
Toby Alderweireld,20005,4.248736122113172,0.9466666666666667,0,5.192899704804988,75,0,0,0,0,7.72,3.0,0,0,0.9998719649321083,0.5981830081457187,0
Axel Witsel,5642,1.3330104448075981,1.1702127659574468,9.0,1.6292349880981751,47,2,0,0.24942083333333337,0,6.47,3.13,9.52,0,0.9987836317946703,0.1449923305397195,0
Eden Hazard,3621,2.197954415984942,2.0,8.0,2.686388730648263,27,1,0,0.44825,0,8.27,5.41,9.95,0,0.9998465152280711,0.15560155751750004,0
Leander Dendoncker,6331,1.3264947258190227,1.1369863013698631,9.75,1.6212713315565837,73,4,1,0.13317500000000002,2.751705819641297,6.89,1.49,9.39,10.0,0.999181492147603,0.13542836742137065,4.970140100314974
Timothy Castagne,6989,1.5614868792201306,0.9069767441860465,9.5,1.9084839634912707,43,2,0,0.13478125000000002,0,7.79,7.79,0.0,0,0.9996781852542648,0.6290458421336276,0
Jan Vertonghen,3077,1.653440358943706,1.380281690140845,10.0,2.0208715498200855,71,1,0,0.009100000000000007,0,8.27,1.74,7.08,0,0.9998072474835464,0.19971323932342344,0
Thibaut Courtois,3509,5.16168879260057,1.64,0,6.308730746511806,50,0,0,0,0,7.44,2.97,0,0,0.9998840902567677,0.5981830081457187,0
Yannick Ferreira Carrasco,5633,0.5318490458941845,1.3571428571428572,7.6,0.6500377227595588,14,5,0,0.26104333333333335,0,10.0,5.33,7.79,0,0.9999440154166942,0.2100465359827035,0
Tajon Buchanan,24024,1.9067813970806804,2.92,6.0,2.3305105964319424,25,2,3,0.6455458333333333,3.1232882965141644,7.22,7.22,8.71,3.5,0.9995541849670823,0.23391082689939613,6.585183715069372
Amadou Onana,48347,1.7355310425759538,1.75,10.0,2.1212046075928326,20,4,0,0.28832499999999994,0,6.33,0.49,8.65,0,0.9988317711469689,0.18000769073295875,0
Thomas Meunier,3176,1.9209156735060402,1.28,10.0,2.347785823174049,25,1,1,0.10979999999999997,3.6544053359202113,6.8,6.8,6.79,2.2,0.9992875747769575,0.2284161369077663,9.867807808532332
Ismael Koné,133229,1.3504594417592721,1.625,0,1.6505615399279994,32,0,0,0,0,7.73,7.73,0,0,0.9996435021249296,0.5981830081457187,0
Leandro Trossard,16559,1.9280972631063213,1.1538461538461537,0,2.356563321574393,13,0,0,0,0,7.57,0.81,0,0,0.9996569191342128,0.5981830081457187,0
Cyle Larin,16459,1.2010474494486243,1.0909090909090908,0,1.4679468826594295,11,0,3,0,5.334966829983645,7.71,5.13,0,4.94,0.9996068225326878,0.5981830081457187,8.130228772538878
Sam Adekugbe,29758,2.926440131833793,2.909090909090909,0,3.576760161130192,22,0,0,0,0,0.0,6.65,0,0,0.7695129208628596,0.5981830081457187,0
Ikoma Loïs Openda,16275,3.3116073739729477,2.2,7.5,4.047520123744714,5,2,0,0.7003333333333333,0,0.0,0.0,9.78,0,0.7883646214515041,0.1970764256437595,0
Jonathan Osorio,12770,0.9157894572322024,2.7777777777777777,0,1.119298225506025,9,0,0,0,0,6.65,3.89,0,0,0.9988890278424137,0.5981830081457187,0
Liam Millar,23363,1.6667716110905977,1.7777777777777777,0,2.0371653024440635,9,0,0,0,0,7.28,3.91,0,0,0.9995159448673431,0.5981830081457187,0
