player_name,player_id,avg_packing,avg_passes_until_shot_pass,avg_passes_until_shot_duel,avg_area_rating,total_passes,total_duels,total_shots,avg_duel_area_rating,avg_shot_accuracy,avg_pressure_pass,overplayed_pressure,avg_pressure_duel,avg_pressure_shot,expected_pass_success,expected_duel_success,expected_goal_success
Pablo Martín Páez Gavira,133353,2.2330808866721243,0.7397260273972602,4.5,2.7293210837103743,73,6,1,0.2693465277777778,10.0,7.19,5.31,0.0,2.53,0.9995511041214777,0.6588430293686347,9.985818258946026
Aymeric Laporte,4353,1.6789870407535936,0.3973509933774834,3.3333333333333335,2.0520952720321697,151,3,0,0.5494291666666667,0,8.14,6.55,7.41,0,0.9997740832725361,0.2789498772159724,0
Ferrán Torres García,6748,2.1563676144702786,0.76,2.0,2.635560417685896,25,2,2,0.28066875,10.0,9.51,7.32,6.72,7.88,0.9999494703688455,0.2622246387019693,9.97239538408487
Francisco Javier Calvo Quesada,5600,3.0167353345009,0.2692307692307692,7.666666666666667,3.687120964389989,26,6,0,0.24727569444444442,0,7.23,5.58,6.54,0,0.9996689829620833,0.2648185969175756,0
César Azpilicueta Tanco,3957,2.1341042020804246,0.5943396226415094,8.0,2.6083495803205192,106,2,0,0.24504583333333335,0,7.5,5.75,7.09,0,0.9996512950944523,0.23818578851875294,0
Rodrigo Hernández Cascante,6765,1.7307274667009829,0.6549295774647887,4.0,2.1153335704123126,142,1,0,0.04488749999999999,0,6.59,6.09,7.13,0,0.9990403093536441,0.20323696538005243,0
Jordi Alba Ramos,5211,1.5300872347622174,0.6302521008403361,3.5,1.8701066202649321,119,2,0,0.55126875,0,8.11,8.11,8.9,0,0.9997570270363632,0.2098857643374724,0
Daniel Olmo Carvajal,16532,1.9817965531369293,0.9859154929577465,6.0,2.422195787167358,71,3,4,0.30321388888888884,5.830980590732171,7.37,5.31,8.34,4.6,0.9995898936828882,0.1941408982274837,7.299034331838942
Bryan Oviedo,5836,1.8159373896045814,0.0,9.0,2.2194790317389326,19,3,0,0.4607333333333333,0,8.56,6.77,0.0,0,0.999853444026432,0.6991094107099747,0
Marco Asensio Willemsen,5719,1.9671368274550673,0.375,9.0,2.404278344667304,40,1,5,0.378225,4.191589294742679,10.0,7.04,0.0,3.51,0.9999654563184003,0.6820786600553868,6.90773563045054
Sergio Busquets i Burgos,5203,2.1898931386289777,0.9479166666666666,9.0,2.676536058324306,96,4,0,0.30286250000000003,0,7.98,5.16,8.21,0,0.9997872044033271,0.19929455286676045,0
Pedro González López,30486,1.9509942528631659,0.9540229885057471,9.0,2.384548531277203,87,2,0,0.14500625,0,7.63,5.44,6.05,0,0.9996757986334391,0.2697936099365069,0
Unai Simón Mendibil,11748,4.873312813343361,0.19444444444444445,0,5.9562712163085525,36,0,0,0,0,5.0,5.0,0,0,0.9985936338739367,0.5981830081457187,0
Celso Borges Mora,5582,1.793369291127186,0.0,8.5,2.1918958002665603,19,2,0,0.06309791666666668,0,8.02,8.02,5.97,0,0.9997527425222908,0.25835620540002757,0
Jewison Bennette,132728,1.4112723141552133,0.0,6.0,1.724888383967483,5,2,0,0.09284791666666664,0,0.0,8.56,10.0,0,0.6267385967358958,0.1143163383122251,0
Anthony Daniel Contreras Enríquez,132296,0.9608062436783074,0.0,6.666666666666667,1.1743187422734866,7,3,0,0.4702527777777777,0,9.39,9.39,6.01,0,0.9999090632497053,0.3382110104825674,0
Yeltsin Ignacio Tejeda Valverde,5839,1.6673346156510023,0.42105263157894735,9.5,2.0378534191290023,19,2,0,0.41156666666666675,0,7.81,5.88,6.3,0,0.9996895830475548,0.30970596723761357,0
Carlos Manuel Martínez Castro,132271,1.1925082790317836,0.0,7.333333333333333,1.4575101188166244,14,3,0,0.2589666666666666,0,9.34,9.34,6.59,0,0.9999124025912983,0.2645501713613766,0
Óscar Esau Duarte Gaitán,5598,3.9359700391119845,0.2962962962962963,10.0,4.810630047803536,27,1,0,0.32299999999999995,0,0.0,7.23,7.47,0,0.8113351399310494,0.23439432606582733,0
Keylor Navas Gamboa,5597,5.319218834703572,1.36,0,6.501267464637701,25,0,0,0,0,6.96,6.96,0,0,0.99982493871364,0.5981830081457187,0
Joel Nathaniel Campbell Samuels,5581,3.600436103083223,0.75,5.0,4.400533014879495,24,5,0,0.4180325,0,8.23,5.56,8.42,0,0.9998992121695878,0.2087185545757385,0
Keysher Fuller Spence,130185,2.318641904138833,0.4,8.5,2.8338956606141297,15,2,0,0.3483625000000001,0,7.52,7.52,6.26,0,0.9996774806436863,0.29892500272862577,0
Kendall Jamaal Waston Manley,6328,2.033274714497131,0.5714285714285714,0.0,2.4851135399409383,14,1,0,0.24162083333333326,0,7.81,5.14,6.89,0,0.99973043514466,0.2468913862121448,0
