player_name,player_id,avg_packing,avg_passes_until_shot_pass,avg_passes_until_shot_duel,avg_area_rating,total_passes,total_duels,total_shots,avg_duel_area_rating,avg_shot_accuracy,avg_pressure_pass,overplayed_pressure,avg_pressure_duel,avg_pressure_shot,expected_pass_success,expected_duel_success,expected_goal_success
Ella Toone,31534,9.18077412056546,2.076923076923077,9.5,2.169289446785501,26,2,1,0.2101875,10.0,3.56,2.44,5.6,1.98,0.9959857148451388,0.306057345754858,9.977894458102405
Keira Walsh,4658,9.218367186905052,1.2131147540983607,6.4,2.620406242860612,61,5,0,0.15879249999999998,0,5.0,5.0,5.01,0,0.9990150276017986,0.327677182018441,0
Millie Bright,4642,9.371630232589975,0.5507246376811594,6.75,4.459562791079696,69,4,2,0.04511145833333335,2.7503160778865947,1.01,1.66,6.93,10.0,0.9673836735928674,0.21160660074674686,4.964966962531879
Clare Elizabeth Polkinghorne,8382,9.188332505611394,1.3529411764705883,8.0,2.2599900673367097,34,3,1,0.28171250000000003,4.630101365236366,1.76,1.84,0.0,8.9,0.9776877696320213,0.6615234496802287,9.919975989183529
Georgia Stanway,4643,9.212809817998838,1.1842105263157894,6.0,2.5537178159860474,38,4,3,0.397703125,5.095337254506119,4.21,2.43,7.0,1.94,0.9978847893941001,0.2704502815110371,8.190929551580489
Mary Alexandra Earps,31538,9.411387387654345,1.04,0,4.936648651852145,25,0,0,0,0,0.98,0.98,0,0,0.9695714096253825,0.5981830081457187,0
Alex Greenwood,10252,9.18405397189325,1.6075949367088607,2.0,2.208647662719023,79,1,0,0.7410166666666667,0,1.86,0.85,8.63,0,0.9797358808217925,0.25467451515834005,0
Stephanie-Elise Catley,5000,9.265607285329734,1.4,6.25,3.187287423956802,65,4,0,0.45803645833333334,0,3.6,3.6,5.13,0,0.9966269784917414,0.3869857825929134,0
Clare Hunt,401635,9.321123623208253,1.25,10.0,3.853483478499046,40,2,0,0.15439166666666665,0,3.21,0.7,6.97,0,0.9955892594828706,0.22796781697016044,0
Katrina Gorry,4979,9.26233749530451,0.9142857142857143,6.428571428571429,3.1480499436541334,35,7,1,0.5009005952380952,6.777330294886346,4.46,0.86,6.74,3.25,0.9984688393738169,0.3043390881045741,9.932702965457175
Samantha May Kerr,4961,9.258633655522845,1.7826086956521738,8.166666666666666,3.103603866274128,23,6,6,0.2738131944444444,5.183990495010167,8.96,1.5,5.7,2.41,0.9999796473551233,0.31378311810698256,8.152332971387443
Caitlin Jade Foord,11338,9.228678488555385,1.96875,6.666666666666667,2.7441418626646,32,3,0,0.6534,0,2.56,0.05,9.5,0,0.9905282054896338,0.20116404055231396,0
Jessica Carter,19422,9.219948418113258,0.65,8.0,2.6393810173591095,60,4,0,0.45634166666666665,0,2.67,3.96,6.93,0,0.990790453429322,0.2853782921657875,0
Lauren Hemp,15555,9.144344129290708,2.2222222222222223,5.875,1.7321295514885289,27,8,3,0.31344583333333337,7.1251567913412766,10.0,10.0,8.21,4.69,0.9999907287652895,0.20093133694828447,9.890044317772173
Lucy Bronze,10178,9.199961778374922,0.86,7.333333333333333,2.399541340499063,50,6,0,0.5812902777777779,0,0.0,4.21,10.0,0,0.8911735471981735,0.17143979680055987,0
Ellie Madison Carpenter,5095,9.21962685774332,1.1333333333333333,0.0,2.635522292919832,45,1,0,0.5841416666666668,0,0.76,1.5,9.13,0,0.9467675463015629,0.20551789990162606,0
Hayley Emma Raso,6818,9.165786229329653,2.142857142857143,7.333333333333333,1.9894347519558386,14,6,1,0.18468958333333332,4.387117466393437,3.69,1.18,7.22,5.0,0.9963569143035065,0.222021800585129,9.677286745313774
Mary Boio Fowler,35693,9.25940469814649,2.1923076923076925,8.0,3.1128563777578715,26,1,2,0.20905416666666668,4.0649981104812385,2.51,2.51,5.29,4.96,0.990740511229186,0.3227577787579605,9.907503506663259
Rachel Daly,5058,9.227586877135822,1.9574468085106382,8.5,2.73104252562987,47,2,1,0.031074999999999978,2.753324099271939,3.29,3.29,7.55,4.36,0.9952424055111141,0.1845228143373454,4.9596672440708005
Kyra Lillee Cooney-Cross,131586,9.348001220356096,2.076923076923077,4.0,4.176014644273162,39,4,0,0.29142499999999993,0,2.26,4.03,0.0,0,0.9900844925136176,0.6636214759404417,0
Alessia Russo,47521,9.178470701580451,1.3333333333333333,9.0,2.14164841896544,27,3,5,0.38986527777777785,4.6479409150260995,8.08,8.08,7.6,1.84,0.9999437273196282,0.24012174417725607,7.901163104197705
Mackenzie Arnold,42787,9.42736289591986,1.72,0,5.128354751038298,25,0,0,0,0,0.0,0.76,0,0,0.9301627521885423,0.5981830081457187,0
Cortnee Brooke Vine,401634,9.214316738328495,1.375,0.0,2.5718008599419444,8,1,1,0.42779999999999996,8.047437581023337,0.0,0.76,8.0,0.0,0.8960626291185957,0.22850719640467088,0
Chloe Kelly,15570,0,0.0,0.0,0,2,5,0,0.20379416666666667,0,0.0,4.21,8.32,0,0.5,0.18030032710556032,0
Alexandra Chidiac,45287,9.386360715705871,2.0,0,4.6363285884704615,2,0,0,0,0,4.94,4.94,0,0,0.9992766277582331,0.5981830081457187,0
Emily Louise van Egmond,5076,0,0.0,0,0,1,0,0,0,0,4.79,2.53,0,0,0.9897155649334171,0.5981830081457187,0
