player_name,player_id,avg_packing,avg_passes_until_shot_pass,avg_passes_until_shot_duel,avg_area_rating,total_passes,total_duels,total_shots,avg_duel_area_rating,avg_shot_accuracy,avg_pressure_pass,overplayed_pressure,avg_pressure_duel,avg_pressure_shot,expected_pass_success,expected_duel_success,expected_goal_success
Kyra Lillee Cooney-Cross,131586,9.10217630126308,1.025,10.0,1.5326445189461906,40,1,1,0.058595833333333354,6.1582165599815495,7.64,7.64,8.03,7.45,0.999903629678499,0.1706412084622827,9.953615485754135
Katrina Gorry,4979,9.181620245470286,1.4,2.6666666666666665,2.7243036820542885,35,3,0,0.44959027777777777,0,8.79,1.38,9.15,0,0.9999738680636576,0.1843377219690301,0
Clare Hunt,401635,9.17756935782282,0.475,6.833333333333333,2.6635403673422973,40,6,0,0.22782847222222222,0,6.46,5.69,7.29,0,0.9997463998144523,0.22618367826518382,0
Rebecca Quinn,4951,9.164812066582217,1.0980392156862746,4.2,2.4721809987332493,51,5,1,0.27626,4.607954084321747,8.7,4.75,9.83,9.44,0.9999699418596233,0.13858618689498658,9.953477675064107
Adriana Kristina Leon,8297,9.1578261582353,1.0666666666666667,8.0,2.367392373529491,15,1,1,0.7485,4.524605427039812,0.0,0.0,7.06,9.03,0.8908533119733533,0.338808311699783,9.240660849613356
Jessie Alexandra Fleming,25612,9.172123117773246,1.9375,4.5,2.5818467665987037,48,4,0,0.31501527777777777,0,0.0,7.14,0.0,0,0.8978165451676133,0.6686903721497185,0
Ashley Elizabeth Marie Lawrence,15290,9.124870590840162,0.8367346938775511,10.0,1.873058862602455,49,1,0,0.6458375,0,5.41,5.9,8.81,0,0.999229314802704,0.2294486911747804,0
Julia Angela Grosso,131645,9.130842096721658,0.5185185185185185,0,1.9626314508248628,27,0,1,0,4.3740207671176305,8.4,1.8,0,7.26,0.9999554219618826,0.5981830081457187,9.780449679515856
Hayley Emma Raso,6818,9.116340169485142,1.1578947368421053,8.25,1.7451025422771327,19,4,3,0.8052364583333332,9.05777302366373,6.25,0.65,6.49,8.42,0.9996517251433301,0.3847829948204169,9.923533276311597
Vanessa Brigitte Gilles,30854,9.161635917085768,0.9195402298850575,5.625,2.4245387562864957,87,8,1,0.16461041666666668,4.298537242613694,7.95,1.2,8.87,10.0,0.9999375820594831,0.1555657485873264,9.907216585024393
Kailen Mary Iacovoni Sheridan,4981,9.315858968492918,0.34782608695652173,0,4.737884527393761,46,0,0,0,0,5.54,6.68,0,0,0.9995609952567905,0.5981830081457187,0
Christine Margaret Sinclair,5020,9.105604859635292,0.3333333333333333,4.0,1.5840728945293996,15,3,0,0.3044611111111111,0,8.79,1.89,7.37,0,0.9999670596574797,0.23573168868323247,0
Ellie Madison Carpenter,5095,9.16716800125626,1.255813953488372,3.5,2.5075200188439184,43,4,0,0.4185760416666667,0,7.47,7.47,7.2,0,0.9999041330586262,0.264468380758624,0
Emily Louise van Egmond,5076,9.177684083680358,0.7777777777777778,5.222222222222222,2.665261255205341,18,9,1,0.30665740740740743,4.458289745343509,6.08,6.52,7.5,8.97,0.9996407411188277,0.23022208645403452,9.762877773933512
Alanna Stephanie Kennedy,5078,9.232179646486737,0.7878787878787878,8.666666666666666,3.482694697301054,33,3,0,0.10625138888888887,0,6.75,2.67,6.48,0,0.999833762284252,0.24193135596814064,0
Caitlin Jade Foord,11338,9.195826573952724,2.263157894736842,3.5,2.9373986092908466,38,4,1,0.30251041666666667,3.633800892988141,9.24,4.87,0.0,7.2,0.9999841844474965,0.6660082052459542,9.749588160699517
Stephanie-Elise Catley,5000,9.160328970135012,1.22,6.333333333333333,2.4049345520251895,50,3,1,0.028908333333333317,10.0,9.23,0.04,7.32,3.25,0.9999817679689593,0.19313159870708207,9.977829653833963
Kadeisha Buchanan,15357,9.151485153477996,1.0735294117647058,6.0,2.2722773021699494,68,2,0,0.23115624999999995,0,7.14,3.66,9.74,0,0.9998625016145292,0.13612590194527963,0
Jayde Yuk Fun Riviere,25785,9.146804099795391,0.3870967741935484,8.333333333333334,2.2020614969308494,31,3,0,0.5624861111111111,0,8.17,8.17,8.88,0,0.9999462745780225,0.2125360586016759,0
Mary Boio Fowler,35693,9.199554684081837,0.9444444444444444,9.4,2.993320261227561,18,5,4,0.3662333333333333,5.7293175925116335,7.62,0.06,0.0,7.64,0.999922072423639,0.6795609076372722,9.90202775844425
