player_name,player_id,avg_packing,avg_passes_until_shot_pass,avg_passes_until_shot_duel,avg_area_rating,total_passes,total_duels,total_shots,avg_duel_area_rating,avg_shot_accuracy,avg_pressure_pass,overplayed_pressure,avg_pressure_duel,avg_pressure_shot,expected_pass_success,expected_duel_success,expected_goal_success
Eugénie Le Sommer,10121,1.46451328066606,0.9285714285714286,6.333333333333333,1.627236978517844,28,6,3,0.3564152777777778,7.737809721203759,6.68,6.73,8.82,9.24,0.9990171972117172,0.18338176844748433,9.72897830292574
Sandie Toletti,30971,1.9871273761602686,2.1272727272727274,7.333333333333333,2.207919306844743,55,3,2,0.32019583333333335,4.795177419353596,9.49,9.49,5.9,6.12,0.9999467468807315,0.3125173111959043,7.426833874357455
Eve Perisset,10418,1.6875361317849318,1.5512820512820513,6.777777777777778,1.8750401464277031,78,9,1,0.3717949074074074,2.078291803226205,9.1,9.1,7.01,7.24,0.9999119559598165,0.26504556286290026,4.928424942728549
Tamires Cássia Dias de Britto,25559,1.6420788880955537,1.6440677966101696,6.0,1.8245320978839485,59,5,0,0.3019791666666667,0,0.0,0.0,0.0,0,0.6569830513550862,0.6658940178018323,0
Débora Cristiane de Oliveira,5044,3.1060557255273715,1.2307692307692308,0,3.4511730283637454,26,0,1,0,10.0,0.0,6.13,0,7.19,0.7585438764800057,0.5981830081457187,9.974090155300358
Onema Grace Geyoro,10272,1.7209054232951406,2.0,7.75,1.912117136994601,46,8,1,0.40528437500000003,8.439871800139489,8.7,5.44,6.23,9.4,0.9998751310199415,0.31220748408308807,9.773913084815847
Geyse da Silva Ferreira,25543,0.604750621407856,1.0,7.0,0.6719451348976178,4,4,0,0.4136958333333333,0,9.11,9.11,7.73,0,0.9998693119613289,0.2383145771596723,0
Adriana Leal da Silva,389489,1.2172684453859506,0.9090909090909091,8.0,1.3525204948732787,22,2,2,0.6529395833333334,2.312176416344493,7.19,7.19,6.53,7.07,0.9993401016672336,0.3482853325506702,4.929567683423963
Antonia Ronnycleide da Costa Silva,50003,2.4080893288963328,1.22,7.0,2.675654809884814,50,3,1,0.2176236111111111,6.516955354865516,7.52,7.52,6.98,6.54,0.9996870054337352,0.23843803665622587,9.886767444560233
Sakina Karchaoui,10117,1.8868365001918876,1.5357142857142858,7.0,2.0964850002132094,56,6,1,0.42260625,3.037622615295417,0.0,9.66,6.97,8.78,0.6749899437214288,0.2767435010738356,9.910073810330239
